Coupon,YTM,CurrentYield,RatingNum
5.57,4.661,4.7195,9
5.22,3.82,4.3112,10
5.78,4.632,5.5759,10
5,3.602,4.4675,10
4.93,4.057,4.9939,5
9.03,4.762,6.6038,9
6.41,4.979,5.4937,8
7.03,4.731,7.0356,7
4.78,3.889,4.3028,8
5.34,3.736,4.9212,11
4.8,4.063,4.1351,11
2.78,2.499,2.6985,11
7.15,6.043,6.2196,9
4.32,3.571,3.6403,11
10.55,6.907,10.9338,5
6.04,5.587,5.7518,9
7.42,5.149,7.7396,6
7.03,6.714,7.0462,8
8.79,5.456,8.5907,7
5.58,4.743,5.0718,8
7.48,4.713,6.2173,8
5.88,4.077,5.1051,9
4.21,3.598,4.3918,9
10.95,6.139,9.4789,6
5.73,4.004,5.3773,9
2.94,2.547,2.7992,9
7.32,5.082,7.1955,6
7.3,5.197,6.6654,7
7.57,4.587,6.3236,8
6.45,3.882,5.1337,9
5.12,3.473,4.4619,11
5.57,3.61,4.6779,9
6.81,5.259,6.7923,7
5.63,4.184,5.839,9
1.5,1.357,1.4572,9
8.79,4.956,7.3593,7
8.23,4.882,7.7415,7
7.87,6.043,7.5659,8
3.55,2.749,3.222,11
5.07,3.822,4.8531,8
1.13,1.07,1.1057,11
2.43,2.025,2.2761,11
9.79,8.856,9.4225,6
4.15,3.487,3.9961,11
5.29,4.807,5.0797,10
6.58,4.726,6.2571,7
4.29,2.245,3.9763,11
7.59,3.958,4.9997,11
6.71,4.009,5.4923,8
4.46,3.478,4.1702,11
2.53,2.259,2.4532,8
6.72,4.776,7.2297,6
4.79,3.62,4.7215,9
1.21,1.116,1.1816,11
7.52,4.988,7.7112,6
4.98,3.795,4.1359,11
8.01,5.797,8.0422,6
4.98,3.381,4.3707,10
1.43,1.398,1.4096,10
4.75,3.288,4.3586,8
6.69,4.532,5.8515,9
5.74,4.676,4.7344,9
7.07,4.55,6.7792,7
6.42,4.76,5.0051,8
5.53,4.661,5.0711,9
6.74,5.15,7.4615,6
7,4.318,6.0371,8
4,1.057,3.7175,11
4.35,3.133,3.7265,9
7.4,4.693,6.6987,6
5.64,4.06,5.2651,11
3.59,2.738,3.1809,11
2.05,1.824,1.9657,11
5.56,3.83,5.0481,9
5.05,3.484,4.271,9
5.78,4.457,5.7267,9
5.18,3.573,4.7645,9
4.71,3.713,4.3615,9
6.16,4.237,5.9026,9
7.19,5.242,5.2632,9
3.82,2.689,3.487,9
3.65,3.133,3.8009,8
4.81,3.672,4.2649,10
11.53,6.479,11.9507,6
6.09,5.202,6.5099,9
5.75,3.843,5.0319,10
4.25,3.475,3.7082,10
4.47,3.501,4.2981,9
6.22,3.804,4.9641,11
2.62,2.387,2.5212,9
8.35,4.363,5.7962,10
1.69,1.558,1.6092,11
6.62,5.817,8.8337,7
6.12,2.652,5.4198,9
7.26,4.896,7.6029,6
7.02,4.088,6.1828,8
6.6,6.349,7.1739,6
7.44,5.88,7.7427,6
5.77,4.168,4.7396,9
5.41,3.633,4.5397,9
5.28,4.151,4.2304,11
9.7,5.14,8.1822,8
4.52,3.336,4.1586,11
5.37,4.31,4.4694,9
1.35,1.226,1.2957,11
2.78,1.615,2.5981,11
5.58,3.998,5.3418,9
4.2,3.719,4.3988,7
5.79,5.201,8.4773,6
3.72,2.865,3.4359,8
6.22,3.604,4.5299,11
10.39,9.817,11.2629,6
5.36,4.343,5.1326,10
2.87,2.406,2.6574,10
5.55,3.547,5.0235,9
5.88,4.545,6.7131,6
9.32,5.62,8.9118,6
5.43,3.42,4.1099,11
5.49,3.781,4.3902,11
7.65,4.771,6.4361,8
1.54,1.452,1.5298,11
11.69,5.482,10.1998,6
6.04,4.523,5.5499,8
6.17,4.897,5.4151,9
6.59,4.329,6.2223,7
9.02,10.498,10.6255,5
12.77,5.92,11.6313,6
6.54,4.105,5.5391,8
6.54,4.058,5.3818,9
4.98,2.25,4.592,9
6.38,7.24,7.2939,6
6.08,4.295,5.8795,9
5.81,5.169,6.1947,9
5.5,3.504,4.4409,11
2.29,2.017,2.2119,10
6.25,4.645,5.1343,8
3.01,2.475,2.7953,9
7.04,4.016,5.5056,8
3.64,3.154,3.2902,9
7.45,6.913,7.5943,6
5.27,3.778,4.0805,11
5.69,3.855,4.6487,9
6.4,3.829,5.0437,9
3.15,2.703,2.9059,11
6.13,3.882,5.173,8
7.65,5.385,7.4453,6
6.06,5.751,7.1479,7
7.08,5.229,5.9396,8
4.53,3.626,3.8894,10
5.36,4.243,5.0724,9
6.27,5.9,6.9535,6
4.97,4.783,6.9666,6
5.83,5.048,5.9685,9
6.45,4.327,5.1341,9
1.06,1.017,1.0332,11
3.05,2.464,2.8383,10
4.84,3.278,4.2976,11
1.44,1.273,1.3977,11
4.47,3.137,3.8363,11
5.48,2.957,5.4937,6
3.2,2.775,3.2663,10
6.62,4.354,6.2447,7
6.68,4.74,6.9962,6
4.93,3.329,4.1547,11
7.08,5.247,6.3726,8
8.44,5.619,7.4466,7
4.97,3.611,4.3835,8
2.33,1.884,2.2201,11
4.44,3.303,4.1123,8
3.1,2.828,2.9149,10
4.81,3.436,4.1573,9
9.04,5.069,8.2264,6
5.83,4.543,5.5529,10
7.31,5.44,9.2755,6
6.53,5.984,7.2539,6
5.75,4.918,5.4861,9
7.36,4.948,6.735,6
4.82,3.757,4.3596,9
7.57,5.011,5.7593,8
6.92,4.418,6.448,7
5.26,4.169,4.4739,9
6.28,5.392,5.6298,9
4.49,4.172,4.4967,9
6,3.998,5.1935,8
6.08,3.842,4.9992,9
5.15,3.389,4.1452,11
8.35,9.771,9.877,6
1.65,1.567,1.5908,11
8.52,5.175,8.2847,6
1.31,1.276,1.288,11
5.61,4.519,5.9353,9
5.08,3.906,4.8673,9
7.51,5.224,7.1942,7
7.9,5.005,8.1192,6
5.51,3.584,4.4753,11
9.75,5.859,9.3714,6
4.94,3.573,4.3759,9
7.61,4.042,5.5495,9
2.42,2.314,2.3534,11
3.95,2.882,3.4055,11
5.7,5.146,6.1582,9
4.92,3.335,4.0561,11
9.52,5.854,8.4435,6
7.41,5.162,7.237,7
4.92,2.345,4.4923,11
6.52,4.277,5.2143,9
7.85,7.083,9.4396,6
4.53,4.005,4.3044,8
8.19,4.967,7.8463,7
7.89,4.302,6.1703,8
8.52,5.774,8.8538,7
5.12,4.01,4.3593,11
5.9,4.971,5.1996,9
5.88,4.322,4.4101,9
8.43,4.579,6.4014,9
4.28,3.082,3.7015,9
5.95,4.851,5.1095,8
3.13,2.7,2.9861,9
3.03,2.835,2.9694,10
5.34,4.458,5.4158,8
4.34,3.419,3.7911,11
5.79,3.913,4.8411,9
4.25,3.629,3.7758,11
4.56,3.329,4.1674,8
1.25,1.212,1.2243,10
1.22,1.089,1.1897,11
10.2,6.743,8.1633,8
1.36,1.186,1.3169,10
6.39,3.694,4.6711,9
7.81,5.637,7.5715,6
1.02,0.8,0.9918,11
8.11,4.857,7.3942,7
6.18,3.914,5.2095,8
6,5.333,8.0043,6
5.04,3.534,4.6706,9
5.27,4.151,5.0888,9
4.92,3.322,4.3629,11
7.8,5.266,7.7029,7
6.89,6.335,7.2253,6
4.96,3.307,4.1213,11
1.47,1.338,1.4298,11
4.82,3.69,4.3396,11
6.19,4.54,6.2614,8
5.13,4.212,5.0063,10
8.25,5.09,8.3199,6
6.05,4.977,6.8323,6
8.66,4.951,7.8921,6
6.73,6.78,7.4283,6
7.34,5.807,6.9193,7
3.86,2.99,3.6001,8
4.89,3.979,4.5412,10
8.59,6.188,7.2282,9
5.99,3.508,4.2047,9
4.49,3.175,4.0298,11
6.27,4.67,7.0871,8
4.51,3.354,4.0057,9
1.69,1.505,1.5998,11
4.8,4.193,4.3189,8
5.71,5.165,5.7301,7
6.51,2.378,6.0892,9
1.15,1.081,1.1089,11
4.59,3.21,3.8617,11
5.46,5.714,5.9574,5
4.46,3.589,4.5284,10
6.7,6.002,6.5372,9
6.21,2.569,5.6563,9
6.6,4.019,4.9501,9
6.93,4.506,5.8476,8
1.72,1.639,1.6802,10
4.07,2.378,3.7804,11
6.63,5.194,6.4077,7
5.11,3.723,4.8376,10
5,3.524,4.1152,10
5.74,4.676,7.126,8
5.51,3.533,4.4479,9
5.14,4.358,4.8486,9
6.17,4.578,6.6173,9
5.65,3.797,5.0487,8
4.22,3.571,3.9476,11
6.69,5.113,5.1327,9
7.87,5.554,7.351,7
6.36,8.083,8.1528,7
4.91,3.565,4.4947,8
10.21,6.23,9.286,6
8.55,4.483,5.8998,9
5.18,3.559,4.4783,8
7.43,5.601,6.0026,9
4.35,3.46,4.3767,10
2.51,2.333,2.4615,11
6.48,6.717,7.2,6
5.03,3.463,4.5319,10
5.13,4.26,5.1465,9
1.59,1.361,1.5246,10
1.68,1.051,1.6235,11
4.09,3.718,3.9914,9
5.37,3.171,3.7484,11
6.85,5.155,5.7573,9
6.99,4.115,5.5569,9
7.38,4.691,6.6159,9
5.23,3.97,5.0313,9
5.27,4.295,5.1096,8
5.49,6.337,7.0196,8
4.86,3.206,3.8352,11
8.01,4.726,5.4631,9
4.69,3.804,5.0637,9
4.84,4.011,4.3568,8
4.14,3.103,3.6514,9
2.11,1.776,2.0396,8
6.15,3.8,4.7682,9
6.18,5.352,6.8144,6
6.05,5.144,5.5622,9
5.21,3.54,4.4867,10
1.96,2.107,2.1812,6
6.67,6.422,9.0099,6
9.74,6.448,10.184,6
7.95,5.062,6.4681,8
5.19,4.247,4.6913,11
4.91,3.345,4.1745,10
5.53,4.288,4.8331,8
6.9,4.417,6.3135,8
6.15,4.943,5.7763,9
4.85,4.112,4.4459,8
5.37,3.587,4.6518,10
6.73,5.584,9.2192,7
4.52,3.224,3.8929,10
3.25,2.614,3.0087,9
5.15,4.02,4.0883,11
3.68,3.14,3.3467,10
5.78,4.655,5.5727,9
