FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QCLabel
0.2743,0.6062,0.15,0.0822,0.1503,0.1408,0.0919,0.4383,0.3858,0.0898,0.2462,D
0.2566,0.4041,0,0.0479,0.1336,0.2958,0.0883,0.4611,0.5039,0.1497,0.2462,C
0.3009,0.3151,0.16,0.0753,0.1803,0.0282,0.0035,0.3282,0.378,0.1497,0.4308,C
0.5221,0.1849,0.46,0.089,0.1052,0.1831,0.0742,0.4339,0.252,0.3054,0.4615,C
0.3805,0.1781,0.4,0.089,0.0935,0.1549,0.0777,0.3517,0.4173,0.2515,0.6462,B
0.3009,0.0411,0.37,0,0.0618,0.493,0.364,0,0.1181,0.0659,0.6615,C
0.3009,0.0411,0.37,0,0.0618,0.493,0.364,0,0.1181,0.0659,0.6615,C
0.2124,0.2603,0.14,0.0616,0.1102,0.1268,0.0601,0.4618,0.622,0.1677,0.3077,D
0.5929,0.1644,0.66,0.1027,0.1853,0.0282,0.0071,0.4662,0.3622,0.1198,0.5385,C
0.5929,0.1644,0.66,0.1027,0.1853,0.0282,0.0071,0.4662,0.3622,0.1198,0.5385,C
0.2124,0.2671,0.09,0.0822,0.0835,0.0423,0.0106,0.4236,0.4803,0.1257,0.3231,D
0.3186,0.137,0.42,0.0959,0.1436,0.0282,0.0106,0.3664,0.4173,0.1317,0.6,C
0.2743,0.3151,0.01,0.0616,0.1269,0.1549,0.0424,0.4119,0.4567,0.1377,0.3231,B
0.354,0.4863,0,0.1301,0.1386,0.2254,0.1307,0.5984,0.4646,0.1617,0.3077,C
0.292,0.1301,0.32,0.0685,0.0902,0.1831,0.106,0.2621,0.5276,0.1377,0.6462,C
0.1593,0.4623,0,0.089,0.0885,0.3803,0.1625,0.2724,0.5906,0.1138,0.4923,D
0.2301,0.1507,0.21,0.1096,0.1052,0.5634,0.2191,0.4251,0.4961,0.1257,0.2615,C
0.2743,0.3151,0.01,0.0616,0.1269,0.1549,0.0424,0.4119,0.4567,0.1377,0.3231,B
0.2212,0.3219,0,0.0822,0.1319,0.1127,0.0283,0.3532,0.5354,0.1317,0.4769,B
0.2389,0.2945,0.01,0.0616,0.1352,0.1127,0.0318,0.3722,0.4803,0.1497,0.4,B
0.3097,0.4795,0,0.2192,0.1386,0.0563,0.0283,0.6219,0.4882,0.1198,0.1846,D
0.2566,0.3082,0.08,0.1164,0.1285,0.1831,0.0742,0.4295,0.4409,0.1557,0.3077,C
0.3805,0.4281,0.18,0.1096,0.1085,0.1972,0.1484,0.5374,0.3622,0.0838,0.2,C
0.4867,0.1712,0.34,0.1027,0.1219,0.0563,0.0389,0.4963,0.3386,0.1916,0.3385,B
0.2655,0.1301,0.34,0.1096,0.1169,0.3521,0.1025,0.2562,0.378,0.1557,0.6308,B
0.2389,0.5411,0.1,0.0616,0.1035,0.2676,0.1767,0.4883,0.4803,0.1377,0.1231,D
0.3628,0.1986,0.41,0.363,0.1102,0.338,0.1272,0.384,0.3937,0.2635,0.6462,B
0.3805,0.2603,0.21,0.089,0.1269,0.2817,0.1166,0.5029,0.4646,0.2994,0.4154,C
0.2478,0.5788,0,0.089,0.1269,0.2113,0.0919,0.5499,0.6614,0.2036,0.2769,D
0.2035,0.2534,0.19,0.0548,0.1119,0.169,0.0707,0.3965,0.5039,0.1856,0.2154,C
0.3805,0.2603,0.21,0.089,0.1269,0.2817,0.1166,0.5029,0.4646,0.2994,0.4154,C
0.4336,0.1849,0.41,0.5479,0.0952,0.2394,0.1166,0.6256,0.4331,0.2874,0.3846,B
0.1593,0.1849,0.33,0.1644,0.0568,0.1549,0.1661,0.2107,0.4882,0.1737,0.5846,C
0.2035,0.2192,0,0.0342,0.0968,0.4366,0.1131,0.3164,0.4567,0.1497,0.4615,C
0.2655,0.4521,0,0.0548,0.1068,0.4507,0.1378,0.4442,0.4488,0.1737,0.3538,C
0.2212,0.2123,0.17,0.0616,0.1169,0.3662,0.159,0.4604,0.5906,0.1856,0.3077,D
0.4159,0.2534,0.36,0.0548,0.1152,0.0282,0.0283,0.5103,0.4173,0.2695,0.3846,C
0.4159,0.2603,0.36,0.0616,0.1202,0.0704,0.0389,0.5117,0.4173,0.2635,0.3692,C
0.2212,0.2123,0.17,0.0616,0.1169,0.3662,0.159,0.4604,0.5906,0.1856,0.3077,D
0.3451,0.2329,0.59,0.0342,0.6711,0.2113,0.1378,0.5103,0.2283,0.6048,0.1231,D
0.0885,0.3322,0.05,0.1027,0.1018,0.2535,0.0671,0.1843,0.6457,0.1317,0.6923,D
0.3274,0.1438,0.42,0.0959,0.0968,0.1127,0.0495,0.3076,0.5039,0.2635,0.6615,B
0.3186,0.3562,0.27,0.0753,0.1386,0.0563,0.2509,0.5433,0.3071,0.1737,0.1077,C
0.3186,0.3562,0.27,0.0753,0.1386,0.0563,0.2509,0.5433,0.3071,0.1737,0.1077,C
0.3805,0.2466,0.53,0.2123,0.1486,0.0282,0.0141,0.4251,0.3701,0.1557,0.5692,B
0.2655,0.2055,0.25,0.2055,0.1536,0.3803,0.2968,0.5705,0.3228,0.1437,0.1077,D
0.469,0.2808,0.57,0.1027,0.1352,0.4085,0.1625,0.5162,0.3543,0.2575,0.4923,B
0.3805,0.2466,0.53,0.2123,0.1486,0.0282,0.0141,0.4251,0.3701,0.1557,0.5692,B
0.6195,0.0753,0.57,0.0616,0.1035,0.0282,0.0071,0.5896,0.315,0.2216,0.2308,C
0.3982,0.1918,0.5,0.0616,0.0985,0.0845,0.0353,0.3341,0.3701,0.2156,0.6308,A
0.3009,0.1781,0.44,0.0685,0.1436,0.0704,0.0318,0.406,0.4409,0.1856,0.4615,C
0.4956,0.1164,0.65,0.1027,0.1052,0.0704,0.0389,0.4097,0.378,0.1796,0.5231,C
0.3186,0.4247,0.09,0.0753,0.0918,0.0563,0.0141,0.3018,0.4252,0.1437,0.5231,C
0.2743,0.3356,0.18,0.1027,0.1185,0.0704,0.0495,0.4574,0.4331,0.1617,0.2769,C
0.177,0.274,0.08,0.1027,0.0968,0.169,0.0707,0.2577,0.5197,0.2335,0.6308,B
0.5752,0.1301,0.53,0.089,0.0801,0.0282,0.0141,0.4148,0.2205,0.2994,0.3846,B
0.5752,0.1301,0.53,0.089,0.0801,0.0282,0.0141,0.4148,0.2205,0.2994,0.3846,B
0.3009,0.3425,0.35,0.1301,0.1235,0.3803,0.1625,0.5088,0.4488,0.1737,0.3692,D
0.4159,0.1438,0.45,0.0411,0.0751,0.2535,0.1095,0.3605,0.3465,0.3353,0.4154,B
0.2566,0.4452,0.2,0.4932,0.1436,0.4085,0.3039,0.6498,0.3622,0.1497,0.1231,D
0.2301,0.1575,0.26,0.0616,0.1185,0.4507,0.2438,0.4941,0.5197,0.1497,0.1692,C
0.3009,0.3425,0.33,0.1233,0.1269,0.2113,0.1095,0.5235,0.4488,0.1497,0.3538,C
0.2566,0.4452,0.2,0.4932,0.1436,0.4085,0.3039,0.6498,0.3622,0.1497,0.1231,D
0.3982,0.089,0.34,0.0753,0.0985,0.6197,0.2155,0.5595,0.5512,0.3174,0.2769,B
0.469,0.137,0.56,0.0753,0.1018,0.0282,0.0071,0.3869,0.3228,0.2395,0.4615,C
0.354,0.1712,0.65,0.3767,0.1135,0.0282,0.0071,0.5947,0.4173,0.1497,0.4,D
0.354,0.1712,0.65,0.3767,0.1135,0.0282,0.0071,0.5947,0.4173,0.1497,0.4,D
0.292,0.1233,0.68,0.5068,0.0634,0.5141,0.9611,0.2269,0.2126,0.1078,0.6,B
0.5044,0.1027,0.56,0.0342,0.0584,0.0282,0.0071,0.3407,0.3307,0.1078,0.5231,C
0.292,0.1233,0.68,0.5068,0.0634,0.5141,1,0.2269,0.2126,0.1078,0.6,B
0.2301,0.1781,0.3,0.0616,0.1018,0.4225,0.2261,0.4978,0.5354,0.1557,0.1692,C
0.3628,0.2055,0.45,0.1027,0.1002,0.4366,0.1873,0.4479,0.4646,0.2635,0.5538,C
0.2301,0.1781,0.3,0.0616,0.1018,0.4225,0.2261,0.4978,0.5354,0.1557,0.1692,C
0.1947,0.2466,0.08,0.0616,0.1035,0.5493,0.2049,0.3833,0.2992,0.0958,0.1846,D
0.3451,0.1507,0.4,0.2603,0.0718,0.0282,0.0106,0.5367,0.5039,0.1976,0.4923,B
0.292,0.0479,0.42,0.0479,0.0751,0.2394,0.0848,0.2885,0.4331,0.2156,0.4308,C
0.6195,0.1986,0.54,0.0411,0.1386,0.2958,0.1237,0.5345,0.2205,0.2575,0.2308,B
0.6195,0.1986,0.54,0.0411,0.1386,0.2958,0.1237,0.5345,0.2205,0.2575,0.2308,B
0.4779,0.0959,0.54,0.0685,0.1185,0.5775,0.2403,0.326,0.189,0.1796,0.5231,A
0.292,0.1507,0.42,0.0753,0.1235,0.0986,0.0459,0.3957,0.4803,0.1617,0.4615,C
0.2124,0.2877,0.09,0.0753,0.1152,0.1268,0.0353,0.3465,0.5433,0.1557,0.4769,C
0.4071,0.1301,0.36,0.089,0.1119,0.1408,0.0883,0.4464,0.4646,0.3174,0.5538,B
0.177,0.4144,0.09,0.3151,0.1753,0.1127,0.0389,0.4758,0.4803,0.0958,0.3692,C
0.4248,0.1918,0.47,0.1096,0.1252,0.0704,0.0495,0.5617,0.3228,0.1018,0.3231,D
0.177,0.4144,0.09,0.3151,0.1753,0.1127,0.0389,0.4758,0.4803,0.0958,0.3692,C
0.354,0.274,0.38,0.0411,0.1402,0.0563,0.0424,0.4838,0.3622,0.1138,0.1538,D
0.3009,0.1301,0.45,0.0822,0.3406,0.0563,0.0353,0.2577,0.3228,0.2874,0.6308,B
0.354,0.274,0.38,0.0411,0.1402,0.0563,0.0424,0.4838,0.3622,0.1138,0.1538,D
0.3363,0.1507,0.42,0.0822,0.1002,0.3099,0.106,0.2827,0.2913,0.2695,0.6154,C
0.2478,0.2534,0.27,0.0822,0.0985,0.1831,0.0671,0.2797,0.4803,0.1796,0.5538,C
0.1327,0.2466,0.09,0.0548,0.1102,0.2394,0.0848,0.29,0.5591,0.1257,0.4308,C
0.2478,0.2534,0.27,0.0822,0.0985,0.1831,0.0671,0.2797,0.4803,0.1796,0.5538,C
0.3009,0.2466,0.34,0.089,0.1018,0.2113,0.0671,0.2592,0.4252,0.1976,0.6154,C
0.1504,0.3082,0.28,0.0822,0.0601,0.169,0.1519,0.2695,0.5276,0.1617,0.6769,D
0.3186,0.0753,0.42,0.0685,0.0952,0.1127,0.0389,0.2709,0.3701,0.1257,0.6,C
0.3982,0.1233,0.41,0.0753,0.0935,0.1268,0.0636,0.3789,0.4173,0.3114,0.5077,B
0.3097,0.4521,0.1,0.1644,0.1302,0.0423,0.0247,0.6226,0.4882,0.0958,0.1692,D
0.5487,0.2397,0.43,0.0822,0.2654,0.3662,0.212,0.5969,0.3386,0.2575,0.3692,C
0.3274,0.2808,0,0.0342,0.0968,0.0704,0.0283,0.4302,0.4016,0.1856,0.2462,C
0.0708,0.2055,0.27,0.0753,0.1336,0.3099,0.1731,0.3407,0.8189,0.1856,0.6,B
0.292,0.1438,0.41,0.0411,0.0735,0.0704,0.1025,0.2856,0.4331,0.2275,0.4,C
0.3805,0.0822,0.39,0.0479,0.1035,0.0282,0.0141,0.5073,0.2992,0.1557,0.1692,C
0.0354,0.1918,0.5,0.2329,0.0568,0.3944,0.2615,0.0095,0.5906,0.1976,0.8,C
0.2124,0.3904,0.07,0.1096,0.1319,0.1972,0.053,0.4148,0.5039,0.1617,0.4462,C
0.2124,0.3904,0.07,0.1096,0.1319,0.1972,0.053,0.4148,0.5039,0.1617,0.4462,C
0.2124,0.3904,0.07,0.1096,0.1319,0.1972,0.053,0.4148,0.5039,0.1617,0.4462,C
0.2212,0.1849,0.12,0.0822,0.0885,0.1831,0.0636,0.1799,0.4409,0.1198,0.7538,C
0.0885,0.3699,0,0.1096,0.0902,0.0845,0.0318,0.1828,0.6142,0.1497,0.6923,D
0.292,0.2877,0.34,0.1096,0.1068,0.0986,0.0389,0.1674,0.3622,0.2335,0.7231,A
0.177,0.2603,0,0.0616,0.0835,0.2817,0.0777,0.2533,0.5512,0.1317,0.6,C
0.1504,0.2397,0,0.0342,0.0718,0.3662,0.0954,0.1564,0.5591,0.0898,0.6,C
0.5398,0.1918,0.37,0.0685,0.1152,0.2254,0.0813,0.4897,0.2992,0.1916,0.4308,C
0.1681,0.3151,0,0.089,0.1402,0.0282,0.0247,0.4038,0.6929,0.1737,0.4769,E
0.3717,0.0822,0.35,0.0548,0.0718,0.169,0.0742,0.2841,0.315,0.1557,0.4462,B
0.1062,0.1164,0.26,0.0548,0.0851,0.0282,0.0177,0.105,0.5118,0.1257,0.7846,C
0.1504,0.4384,0,0.137,0.1002,0.3521,0.1625,0.2731,0.6063,0.1617,0.4769,C
0.4779,0.2123,0.33,0.1233,0.1386,0.3803,0.2933,0.6116,0.378,0.2096,0.2462,D
0.5221,0.2123,0.35,0.1644,0.1336,0.3239,0.2261,0.5808,0.3701,0.2156,0.3231,C
0.3982,0.3288,0,0.0685,0.0768,0.0563,0.0141,0.5602,0.3465,0.1796,0.3077,C
0.115,0.0479,0.21,0.0548,0.0551,0.7887,0.4558,0.2452,0.4567,0.0659,0.1692,D
0.2478,0.1644,0.34,0.0616,0.1052,0.2394,0.1131,0.2372,0.5039,0.3293,0.8,B
0.2301,0.2466,0.07,0.3151,0.1285,0.1268,0.0424,0.4971,0.4961,0.2096,0.4308,B
0.3451,0.1096,0.35,0.0548,0.0818,0.0704,0.0318,0.3796,0.4409,0.2455,0.5231,B
0.3009,0.089,0.43,0.0548,0.0918,0.2958,0.1555,0.3326,0.5039,0.1617,0.5385,C
0.5133,0.274,0.45,0.0753,0.1135,0.0704,0.0247,0.5631,0.378,0.2575,0.4615,C
0.5133,0.274,0.45,0.0753,0.1135,0.0704,0.0247,0.5631,0.378,0.2575,0.4615,C
0.2566,0.1986,0.15,0.1918,0.1536,0.3944,0.311,0.572,0.315,0.1497,0.1077,D
0.3186,0.2671,0.24,0.0753,0.1119,0.2113,0.2827,0.5558,0.4724,0.1856,0.1692,C
0.2389,0.1918,0.3,0.0548,0.1135,0.4507,0.258,0.5015,0.5276,0.1916,0.1692,C
0.3186,0.1781,0.32,0.1096,0.1135,0.3239,0.2297,0.453,0.4173,0.3114,0.4,C
0.2035,0.226,0.11,0.1027,0.0518,0.0704,0.0212,0.2548,0.4409,0.1916,0.4615,C
0.2124,0.0685,0.3,0.0616,0.0885,0.2113,0.0495,0.4883,0.685,0.2934,0.2462,C
0.2389,0.137,0.23,0.0959,0.0902,0.4789,0.2261,0.4266,0.5433,0.1737,0.2615,D
0.3186,0.0548,0.43,0.1096,0.1068,0.4225,0.159,0.4883,0.622,0.2874,0.3077,C
0.2832,0.2603,0.12,0.0616,0.2771,0.0704,0.053,0.4354,0.4252,0.3234,0.2154,C
0.4779,0.1986,0.45,0.363,0.0985,0.0704,0.0283,0.5103,0.3701,0.0958,0.5231,B
0.2832,0.1849,0.42,0.0753,0.1235,0.1127,0.053,0.3811,0.5118,0.1976,0.4923,C
0.4779,0.1575,0.47,0.0753,0.0818,0.0704,0.0177,0.4244,0.3858,0.1138,0.5538,C
0.3186,0.1438,0.32,0.1301,0.0918,0.0423,0.0212,0.3421,0.4409,0.2575,0.6769,B
0.1327,0.3151,0.23,0.1096,0.0534,0.2113,0.2261,0.2533,0.5669,0.1916,0.6308,C
0.3274,0.3288,0.25,0.089,0.177,0.1127,0.1131,0.4471,0.3228,0.1198,0.2154,D
0.4425,0.2055,0.35,0.0822,0.1185,0.2254,0.1131,0.4515,0.3858,0.1976,0.4154,C
0.177,0.3151,0,0.089,0.1469,0.6901,0.2014,0.3943,0.6693,0.2096,0.4615,C
0.3274,0.3288,0.25,0.089,0.177,0.1127,0.1131,0.4471,0.3228,0.1198,0.2154,D
0.3451,0.0411,0.51,0.0582,0.0985,0.6197,0.2898,0.3796,0.4646,0.2575,0.5231,B
0.0442,0.2671,0.18,0.0822,0.0501,0.2113,0.3357,0.1711,0.5669,0.3234,0.6923,B
0.1858,0.1986,0.43,0.1301,0.1068,0.2958,0.1696,0.4148,0.5354,0.497,0.3385,C
0.4956,0.1986,0.43,0.089,0.1636,0.1408,0.1095,0.5294,0.3307,0.2036,0.3692,D
0.531,0.1644,0.57,0.0959,0.1252,0.0704,0.0495,0.4912,0.315,0.2335,0.4154,B
0.3717,0.226,0.43,0.0342,0.1068,0.1549,0.053,0.3994,0.3701,0.2515,0.2769,C
0.3451,0.137,0.42,0.0959,0.1052,0.1549,0.0459,0.3135,0.315,0.2275,0.5231,B
0.3894,0.4555,0.24,0.0548,0.1102,0.1268,0.053,0.5029,0.4331,0.2036,0.2462,D
0.3894,0.4555,0.24,0.0548,0.1102,0.1268,0.053,0.5029,0.4331,0.2036,0.2462,D
0.3451,0.2192,0.5,0.0685,0.596,0.1972,0.1131,0.4604,0.2126,0.4611,0.1538,D
0.469,0.2877,0.26,0.0753,0.1653,0.0845,0.1908,0.5154,0.1575,0.3892,0.2769,D
0.3186,0.1438,0.39,0.1096,0.1035,0.3944,0.1484,0.3825,0.4567,0.3293,0.6154,B
0.1681,0.1507,0.27,0.1301,0.0918,0.0986,0.1343,0.2768,0.3701,0.1377,0.5538,C
0.2655,0.2603,0.29,0.0959,0.1235,0.0563,0.0283,0.3634,0.4567,0.1737,0.4769,C
0.4071,0.1644,0.34,0.0479,0.0835,0.0563,0.0212,0.4846,0.3622,0.2036,0.3231,C
0.2212,0.3219,0,0.089,0.1102,0.3521,0.1343,0.3781,0.5354,0.2096,0.3692,C
0.4513,0.2055,0.46,0.0822,0.1035,0.0563,0.0353,0.4714,0.4173,0.2455,0.6,C
0.2655,0.1644,0.31,0.0548,0.1119,0.3521,0.2085,0.5206,0.5669,0.1737,0.1692,C
0.2655,0.1644,0.31,0.0548,0.1119,0.3521,0.2085,0.5206,0.5669,0.1737,0.1692,C
0.1681,0.3356,0,0.089,0.1386,0.662,0.1873,0.3921,0.685,0.2216,0.4769,C
0.1681,0.5205,0.03,0.3219,0.1119,0.3099,0.1449,0.4148,0.6614,0.1018,0.4308,E
0.2212,0.3699,0,0.1027,0.0668,0.0704,0.0177,0.2283,0.4803,0.1976,0.6615,B
0.0885,0.5445,0,0.0822,0.0484,0.2254,0.2544,0.2489,0.7402,0.2395,0.4615,D
0.3186,0.1575,0.33,0.1027,0.1068,0.1408,0.1449,0.4347,0.4173,0.2874,0.4,C
0.3186,0.1575,0.33,0.1027,0.1068,0.1408,0.1449,0.4347,0.4173,0.2874,0.4,C
0.4602,0.1849,0.43,0.0514,0.0935,0.0563,0.0177,0.3458,0.3543,0.0778,0.4615,D
0.4956,0.1918,0.4,0.1096,0.0935,0.5634,0.1696,0.5485,0.5039,0.3174,0.3231,C
0.1947,0.3699,0.07,0.0479,0.0968,0.2113,0.1943,0.4148,0.4331,0.1617,0.1385,D
0.1858,0.3562,0.23,0.0822,0.1135,0.1408,0.3993,0.3899,0.4882,0.2216,0.3846,D
0.2124,0.2123,0.3,0.0753,0.1219,0.0704,0.1166,0.2489,0.4646,0.0778,0.5385,C
0.177,0.4658,0.03,0.4726,0.1119,0.0704,0.0212,0.4574,0.6142,0.1018,0.5846,D
0.2124,0.2123,0.3,0.0753,0.1219,0.0704,0.1166,0.2489,0.4646,0.0778,0.5385,C
0.1858,0.3562,0.23,0.0822,0.1135,0.1408,0.3993,0.3899,0.4882,0.2216,0.3846,D
0.3717,0.5719,0.05,0.0616,0.1052,0.0563,0.0459,0.4471,0.4409,0.0659,0.1846,E
0.3982,0.1918,0.57,0.2534,0.1135,0.0704,0.0495,0.4736,0.4252,0.1437,0.6308,C
0.1681,0.524,0,0.0959,0.2571,0.0704,0.0212,0.3994,0.6457,0.1078,0.3692,D
0.2301,0.089,0.37,0.1096,0.0851,0.1408,0.1237,0.3172,0.6142,0.2814,0.6154,B
0.1593,0.524,0,0.0959,0.2571,0.0704,0.0212,0.3994,0.6457,0.1078,0.3692,D
0.2124,0.4281,0.12,0.0616,0.1703,0.1972,0.2049,0.4266,0.378,0.1557,0.1692,C
0.1416,0.2123,0.22,0.0616,0.1102,0.2817,0.1767,0.4596,0.6142,0.1617,0.1692,C
0.292,0.3151,0.23,0.0959,0.1068,0.3099,0.311,0.4985,0.3701,0.1497,0.1692,C
0.2743,0.3082,0.21,0.0411,0.0952,0.0423,0.0106,0.3311,0.3307,0.1257,0.2154,C
0.2743,0.0959,0.26,0.0753,0.0668,0.2535,0.2509,0.3693,0.3228,0.2754,0.3846,C
0.292,0.3151,0.23,0.0959,0.1068,0.3099,0.311,0.4985,0.3701,0.1497,0.1692,C
0.2743,0.3082,0.21,0.0411,0.0952,0.0423,0.0106,0.3311,0.3307,0.1257,0.2154,C
0.292,0.1507,0.36,0.0685,0.0885,0.0563,0.0141,0.3025,0.4173,0.1257,0.4308,B
0.354,0.2055,0.39,0.0616,0.0935,0.0704,0.0212,0.3737,0.4803,0.2156,0.5077,A
0.469,0.4247,0.19,0.3356,0.1653,0.4507,0.2473,0.6395,0.315,0.1317,0.1538,D
0.2301,0.1644,0.46,0.0822,0.1035,0.3239,0.1343,0.3869,0.5197,0.3114,0.4,B
0.2301,0.1644,0.46,0.0822,0.1035,0.3239,0.1343,0.3869,0.5197,0.3114,0.4,B
0.2301,0.1644,0.46,0.0822,0.1035,0.3239,0.1343,0.3869,0.5197,0.3114,0.4,B
0.469,0.411,0.55,0.0548,0.207,0.3239,0.1625,0.547,0.4803,0.3653,0.2462,D
0.2301,0.1644,0.46,0.0822,0.1035,0.3239,0.1343,0.3869,0.5197,0.3114,0.4,B
0.1416,0.1849,0.43,0.0753,0.0985,0.1831,0.0636,0.3091,0.5591,0.3234,0.4308,B
0.1947,0.363,0.02,0.0822,0.1102,0.0986,0.0318,0.3605,0.4803,0.1737,0.3077,C
0.177,0.2192,0.15,0.0822,0.1068,0.2958,0.1661,0.4134,0.4567,0.1737,0.1385,D
0.1947,0.363,0.02,0.0822,0.1102,0.0986,0.0318,0.3605,0.4803,0.1737,0.3077,C
0.4425,0.1781,0.42,0.0685,0.0985,0.0563,0.0247,0.4787,0.3228,0.2515,0.3231,C
0.4956,0.1438,0.46,0.0685,0.1152,0.0704,0.0106,0.4559,0.2835,0.0898,0.3077,C
0.3717,0.1027,0.46,0.0822,0.1386,0.2676,0.0813,0.3532,0.4094,0.1377,0.4462,C
0.292,0.3082,0.31,0.0753,0.1119,0.1268,0.258,0.4919,0.4331,0.2156,0.1692,C
0.3186,0.1507,0.37,0.0685,0.0751,0.5915,0.2403,0.2944,0.3858,0.2874,0.5538,C
0.3186,0.1918,0.31,0.0685,0.1169,0.0986,0.0636,0.4354,0.3937,0.2156,0.3385,C
0.3894,0.1849,0.4,0.0274,0.0534,0.338,0.1555,0.3458,0.3622,0.2994,0.3846,C
0.5575,0.137,0.52,0.0616,0.2003,0.2254,0.1343,0.5338,0.4252,0.2635,0.4769,C
0.5575,0.137,0.52,0.0616,0.2003,0.2254,0.1343,0.5338,0.4252,0.2635,0.4769,C
0.3097,0.2808,0.22,0.089,0.1102,0.4507,0.2933,0.4927,0.4094,0.0778,0.1846,C
0.5221,0.1644,0.47,0.089,0.1035,0.1127,0.0601,0.4633,0.3858,0.2575,0.5538,C
0.708,0.1849,0.49,0.1096,0.1135,0.0986,0.0495,0.6703,0.2598,0.2934,0.2923,C
0.4071,0.2329,0.23,0.1164,0.1319,0.2394,0.2509,0.6718,0.3228,0.1078,0.1538,D
0.2566,0.3151,0.03,0.2192,0.1135,0.3662,0.1413,0.4295,0.2205,0.0838,0.1231,D
0.3894,0.3151,0.25,0.0753,0.1536,0.0986,0.053,0.5595,0.4173,0.2335,0.1846,D
0.0442,0.2055,0,0.0616,0.0534,0.2394,0.2898,0.1101,0.7402,0.2395,0.8,B
0.2655,0.2123,0.29,0.0822,0.1052,0.2535,0.212,0.522,0.5197,0.1856,0.1692,D
0.2743,0.0411,0.34,0.1233,0.0902,0.1972,0.1837,0.3399,0.4961,0.2695,0.5231,C
0.2832,0.476,0.01,0.1164,0.1035,0.662,0.2968,0.4508,0.5039,0.1737,0.3692,D
0.2655,0.2123,0.29,0.0822,0.1052,0.2535,0.212,0.522,0.5197,0.1856,0.1692,D
0.4956,0.0753,0.37,0.089,0.0751,0.1831,0.106,0.4457,0.3858,0.0958,0.1385,E
0.2212,0.4315,0.01,0.089,0.0785,0.1408,0.0424,0.1725,0.5118,0.0419,0.6769,C
0.1239,0.1438,0.32,0.8219,0.0701,0.0704,0.3781,0.4148,0.4409,0.1377,0.4769,E
0.2832,0.2945,0,0.0548,0.0968,0.0845,0.0389,0.4787,0.4094,0.1856,0.1538,C
0.2212,0.4315,0.01,0.089,0.0785,0.1408,0.0424,0.1725,0.5118,0.0419,0.6769,C
0.3097,0.4178,0,0.1096,0.1152,0.1549,0.0636,0.5808,0.5039,0.0778,0.1846,E
0.1681,0.3767,0,0.2329,0.0751,0.1408,0.0495,0.3532,0.5591,0.1377,0.5231,E
0.2566,0.3356,0.2,0.0548,0.1068,0.493,0.1908,0.3576,0.2835,0.0419,0.1385,D
0.4602,0.1712,0.39,0.1096,0.1119,0.3803,0.2085,0.5301,0.3307,0.1557,0.2154,D
0.3894,0.1918,0.41,0.0753,0.0768,0.1972,0.1201,0.2988,0.378,0.1617,0.5846,C
0.3274,0.3014,0.22,0.1027,0.1169,0.1268,0.2827,0.6043,0.4961,0.1737,0.1692,D
0.115,0.1164,0.25,0.8562,0.0918,1,0.5442,0.5242,0.4646,0.1257,0.2923,C
0.2478,0.2945,0.19,0.0616,0.1169,0.1972,0.0989,0.4758,0.5906,0.2096,0.3231,D
0.2478,0.4247,0.07,0.0548,0.1235,0.1972,0.1484,0.3634,0.2992,0.0898,0.2462,D
0.2478,0.2945,0.19,0.0616,0.1169,0.1972,0.0989,0.4758,0.5906,0.2096,0.3231,D
0.2035,0.1986,0.33,0.089,0.1152,0.2958,0.106,0.3546,0.5276,0.2515,0.4154,C
0.2212,0.3288,0.01,0.0959,0.1119,0.3239,0.1095,0.3722,0.5197,0.1677,0.3846,C
0.2212,0.3288,0.01,0.0959,0.1119,0.3239,0.1095,0.3722,0.5197,0.1677,0.3846,C
0.2566,0.3151,0.14,0.089,0.1085,0.3662,0.1908,0.4574,0.4252,0.1557,0.2154,D
0.2212,0.411,0,0.0616,0.1853,0.0704,0.0283,0.4552,0.5591,0.1497,0.2154,D
0.292,0.3699,0,0.0342,0.1402,0.0704,0.0247,0.4126,0.5433,0.1497,0.1692,D
0.2832,0.3973,0.06,0.0685,0.1119,0.2676,0.1025,0.4559,0.5197,0.2156,0.3846,D
0.1327,0.3562,0.02,0.1027,0.0952,0.3521,0.1413,0.2577,0.5748,0.0719,0.4,D
0.2566,0.3219,0.22,0.0616,0.1169,0.5915,0.1908,0.3612,0.2835,0.0539,0.1231,D
0.2124,0.3151,0.28,0.2671,0.1219,0.1549,0.2226,0.4596,0.4567,0.2216,0.4,C
0.1947,0.3562,0,0.1233,0.1853,0.1972,0.0954,0.3899,0.5512,0.1796,0.4462,C
0.1947,0.3562,0,0.1233,0.1853,0.1972,0.0954,0.3899,0.5512,0.1796,0.4462,C
0.354,0.3527,0.68,0.0616,0.6528,0.2535,0.1767,0.4589,0.2205,0.491,0.1385,D
0.1504,0.6164,0,0.0753,0.1185,0.2254,0.0636,0.3157,0.6693,0.1317,0.4308,E
0.4602,0.226,0.38,0.1096,0.1152,0.4648,0.212,0.5279,0.3228,0.1497,0.2154,D
0.3186,0.4521,0,0.089,0.1285,0.169,0.0707,0.5675,0.4961,0.0778,0.1846,E
0.3451,0.1712,0.32,0.0616,0.0902,0.3521,0.159,0.3297,0.5039,0.2335,0.5231,C
